time, fxLeft, fyLeft, fzLeft, fxRight, fyRight, fzRight
1.173, 0.999831, 6.93202e-310, 0.993097, -112.032, 47.4512, 906.467
1.174, 0.999821, 6.93202e-310, 0.993107, -112.445, 47.3814, 906.976
1.175, 0.999812, 6.93202e-310, 0.993117, -111.886, 48.1855, 904.904
1.176, 0.999802, 6.93202e-310, 0.993127, -110.363, 48.1841, 905.358
1.177, 0.999792, 6.93202e-310, 0.993136, -109.575, 47.337, 904.083
1.178, 0.999783, 6.93202e-310, 0.993145, -109.53, 48.2303, 904.482
1.179, 0.999773, 6.93202e-310, 0.993155, -107.687, 47.4299, 904.001
1.18, 0.999763, 6.93202e-310, 0.993164, -107.447, 46.6479, 901.795
1.181, 0.999753, 6.93202e-310, 0.993172, -107.11, 48.429, 902.961
1.182, 0.999743, 6.93202e-310, 0.993181, -104.993, 46.818, 901.547
1.183, 0.999733, 6.93202e-310, 0.993189, -105.347, 46.9151, 900.104
1.184, 0.999723, 6.93202e-310, 0.993197, -104.763, 47.0213, 898.636
1.185, 0.999713, 6.93202e-310, 0.993205, -103.25, 47.1345, 899.688
1.186, 0.999704, 6.93202e-310, 0.993213, -102.497, 47.2556, 896.464
1.187, 0.999694, 6.93202e-310, 0.993221, -101.66, 46.5424, 895.763
1.188, 0.999684, 6.93202e-310, 0.993228, -101.582, 46.6975, 894.182
1.189, 0.999675, 6.93202e-310, 0.993235, -99.7139, 46.8586, 893.429
1.19, 0.999665, 6.93202e-310, 0.993242, -99.4549, 47.0412, 890.944
1.191, 0.999656, 6.93202e-310, 0.993248, -99.0988, 46.3916, 890.136
1.192, 0.999647, 6.93202e-310, 0.993255, -96.9512, 46.6187, 887.598
1.193, 0.999638, 6.93202e-310, 0.993261, -97.257, 46.8569, 886.734
1.194, 0.999629, 6.93202e-310, 0.993267, -95.7679, 46.2794, 884.994
1.195, 0.999621, 6.93202e-310, 0.993272, -95.8911, 46.5652, 882.372
1.196, 0.999612, 6.93202e-310, 0.993278, -95.0651, 46.8804, 880.573
1.197, 0.999604, 6.93202e-310, 0.993283, -92.4561, 46.3641, 879.597
1.198, 0.999596, 6.93202e-310, 0.993288, -94.0084, 46.7323, 876.04
1.199, 0.999588, 6.93202e-310, 0.993292, -91.2297, 45.416, 874.151
1.2, 0.99958, 6.93202e-310, 0.993297, -91.7618, 47.5279, 873.086
1.201, 0.999573, 6.93202e-310, 0.993301, -89.6703, 46.2669, 870.29
1.202, 0.999566, 6.93202e-310, 0.993305, -90.8954, 45.8825, 867.463
1.203, 0.999559, 6.93202e-310, 0.993308, -87.7976, 46.3678, 865.458
1.204, 0.999552, 6.93202e-310, 0.993312, -88.8784, 46.8893, 863.42
1.205, 0.999545, 6.93202e-310, 0.993315, -87.3348, 45.7367, 860.511
1.206, 0.999539, 6.93202e-310, 0.993318, -85.7163, 47.1618, 857.567
1.207, 0.999533, 6.93202e-310, 0.993321, -86.587, 45.2195, 856.303
1.208, 0.999527, 6.93202e-310, 0.993324, -83.9856, 47.5526, 852.459
1.209, 0.999522, 6.93202e-310, 0.993326, -84.721, 45.6797, 850.293
1.21, 0.999517, 6.93202e-310, 0.993328, -82.8475, 46.3734, 848.103
1.211, 0.999512, 6.93202e-310, 0.99333, -82.6013, 46.2632, 844.19
1.212, 0.999507, 6.93202e-310, 0.993332, -82.3103, 47.036, 841.96
1.213, 0.999502, 6.93202e-310, 0.993334, -80.2491, 46.1378, 838.856
1.214, 0.999498, 6.93202e-310, 0.993335, -79.8441, 46.1217, 836.585
1.215, 0.999494, 6.93202e-310, 0.993337, -80.2296, 47.0063, 833.447
1.216, 0.99949, 6.93202e-310, 0.993338, -78.0185, 46.2107, 831.14
1.217, 0.999487, 6.93202e-310, 0.993339, -78.3113, 46.3088, 826.266
1.218, 0.999484, 6.93202e-310, 0.99334, -76.8628, 46.4419, 825.628
1.219, 0.999481, 6.93202e-310, 0.993341, -76.2165, 46.6097, 820.723
1.22, 0.999478, 6.93202e-310, 0.993341, -76.3898, 46.8173, 819.206
1.221, 0.999475, 6.93202e-310, 0.993342, -73.9711, 46.2021, 815.121
1.222, 0.999473, 6.93202e-310, 0.993343, -74.075, 46.4876, 812.723
1.223, 0.999471, 6.93202e-310, 0.993343, -73.2978, 46.7968, 808.614
1.224, 0.999469, 6.93202e-310, 0.993344, -72.4982, 46.295, 807.042
1.225, 0.999467, 6.93202e-310, 0.993344, -71.6655, 45.8279, 802.907
1.226, 0.999466, 6.93202e-310, 0.993344, -70.8238, 47.9547, 799.609
1.227, 0.999465, 6.93202e-310, 0.993345, -69.9566, 45.8546, 797.155
1.228, 0.999464, 6.93202e-310, 0.993345, -69.9313, 46.3444, 793.839
1.229, 0.999463, 6.93202e-310, 0.993345, -69.0336, 46.026, 790.512
1.23, 0.999462, 6.93202e-310, 0.993346, -68.1387, 47.4297, 788.03
1.231, 0.999462, 6.93202e-310, 0.993346, -66.3754, 45.4711, 784.689
1.232, 0.999462, 6.93202e-310, 0.993347, -67.1732, 46.9538, 780.488
1.233, 0.999462, 6.93202e-310, 0.993348, -65.4019, 45.9119, 778.839
1.234, 0.999462, 6.93202e-310, 0.993348, -65.3491, 45.7532, 774.629
1.235, 0.999462, 6.93202e-310, 0.993349, -64.4365, 46.4786, 772.119
1.236, 0.999462, 6.93202e-310, 0.99335, -62.6898, 46.3873, 768.757
1.237, 0.999463, 6.93202e-310, 0.993351, -63.4951, 45.4742, 766.242
1.238, 0.999464, 6.93202e-310, 0.993352, -62.6185, 46.2907, 762.878
1.239, 0.999464, 6.93202e-310, 0.993354, -60.8955, 45.4328, 758.667
1.24, 0.999465, 6.93202e-310, 0.993355, -60.0504, 46.3139, 757.86
1.241, 0.999466, 6.93202e-310, 0.993357, -60.9087, 44.6626, 752.803
1.242, 0.999467, 6.93202e-310, 0.993359, -59.2525, 45.5906, 751.153
1.243, 0.999469, 6.93202e-310, 0.993361, -57.6024, 45.6939, 746.96
1.244, 0.99947, 6.93202e-310, 0.993364, -58.5428, 44.9779, 745.323
1.245, 0.999471, 6.93202e-310, 0.993367, -56.9488, 44.2732, 741.144
1.246, 0.999473, 6.93202e-310, 0.99337, -56.2396, 45.3016, 738.675
1.247, 0.999474, 6.93202e-310, 0.993373, -55.5595, 45.4918, 736.213
1.248, 0.999476, 6.93202e-310, 0.993377, -55.7641, 43.1536, 732.915
1.249, 0.999477, 6.93202e-310, 0.993381, -53.45, 45.0889, 729.624
1.25, 0.999479, 6.93202e-310, 0.993385, -53.7319, 43.632, 727.199
1.251, 0.99948, 6.93202e-310, 0.99339, -53.1944, 43.8936, 724.783
1.252, 0.999482, 6.93202e-310, 0.993395, -52.7003, 43.3215, 722.382
1.253, 0.999484, 6.93202e-310, 0.993401, -50.5542, 44.4575, 717.443
1.254, 0.999486, 6.93202e-310, 0.993406, -50.9935, 42.2045, 716.771
1.255, 0.999487, 6.93202e-310, 0.993413, -50.6369, 43.3642, 713.564
1.256, 0.999489, 6.93202e-310, 0.99342, -49.4697, 43.6781, 710.37
1.257, 0.999491, 6.93202e-310, 0.993427, -48.3495, 41.4488, 708.896
1.258, 0.999492, 6.93202e-310, 0.993435, -48.9881, 42.6267, 704.888
1.259, 0.999494, 6.93202e-310, 0.993443, -46.257, 42.108, 703.45
1.26, 0.999495, 6.93202e-310, 0.993451, -47.8465, 41.5936, 699.479
1.261, 0.999497, 6.93202e-310, 0.993461, -46.0708, 41.0739, 698.931
1.262, 0.999499, 6.93202e-310, 0.99347, -45.2022, 42.2606, 695.001
1.263, 0.9995, 6.93202e-310, 0.993481, -44.3845, 40.0435, 692.791
1.264, 0.999501, 6.93202e-310, 0.993491, -44.47, 41.2251, 690.608
1.265, 0.999503, 6.93202e-310, 0.993503, -43.7569, 39.8472, 688.444
1.266, 0.999504, 6.93202e-310, 0.993515, -43.1, 41.0192, 685.453
1.267, 0.999505, 6.93202e-310, 0.993527, -42.4926, 39.6333, 684.19
1.268, 0.999506, 6.93202e-310, 0.993541, -41.0962, 39.0833, 680.395
1.269, 0.999507, 6.93202e-310, 0.993554, -41.4477, 40.2299, 680.033
1.27, 0.999508, 6.93202e-310, 0.993569, -40.1612, 37.9614, 676.289
1.271, 0.999509, 6.93202e-310, 0.993584, -38.9234, 39.0832, 675.126
1.272, 0.99951, 6.93202e-310, 0.993599, -40.3011, 38.4845, 672.288
1.273, 0.999511, 6.93202e-310, 0.993616, -38.3252, 38.7277, 670.324
1.274, 0.999511, 6.93202e-310, 0.993632, -38.1116, 37.2533, 669.242
1.275, 0.999512, 6.93202e-310, 0.99365, -37.0997, 37.4595, 666.483
1.276, 0.999512, 6.93202e-310, 0.993668, -36.1435, 37.6453, 663.751
1.277, 0.999512, 6.93202e-310, 0.993687, -36.9423, 36.9696, 663.597
1.278, 0.999512, 6.93202e-310, 0.993707, -35.2506, 37.114, 660.07
1.279, 0.999512, 6.93202e-310, 0.993727, -35.3032, 35.5436, 659.121
1.28, 0.999512, 6.93202e-310, 0.993748, -33.7179, 37.3493, 657.347
1.281, 0.999512, 6.93202e-310, 0.99377, -34.7293, 34.8851, 654.753
1.282, 0.999512, 6.93202e-310, 0.993792, -33.2424, 35.7934, 653.886
1.283, 0.999511, 6.93202e-310, 0.993815, -31.8068, 35.8304, 651.344
1.284, 0.99951, 6.93202e-310, 0.993839, -32.9725, 34.9913, 650.532
1.285, 0.99951, 6.93202e-310, 0.993863, -31.6334, 34.9791, 648.897
1.286, 0.999509, 6.93202e-310, 0.993889, -30.3407, 34.9397, 646.44
1.287, 0.999508, 6.93202e-310, 0.993914, -31.6456, 34.0257, 645.711
1.288, 0.999506, 6.93202e-310, 0.993941, -28.7451, 33.9361, 643.309
1.289, 0.999505, 6.93202e-310, 0.993968, -30.1353, 34.6645, 642.638
1.29, 0.999503, 6.93202e-310, 0.993996, -29.0188, 32.8225, 641.146
1.291, 0.999502, 6.93202e-310, 0.994025, -27.9447, 34.353, 639.681
1.292, 0.9995, 6.93202e-310, 0.994054, -28.6043, 32.4485, 638.246
1.293, 0.999498, 6.93202e-310, 0.994084, -27.6045, 33.9194, 636.842
1.294, 0.999496, 6.93202e-310, 0.994115, -25.7889, 31.9635, 634.615
1.295, 0.999494, 6.93202e-310, 0.994146, -27.4136, 33.3781, 634.971
1.296, 0.999491, 6.93202e-310, 0.994178, -25.6686, 31.3597, 633.654
1.297, 0.999489, 6.93202e-310, 0.994211, -24.8045, 33.5684, 630.666
1.298, 0.999486, 6.93202e-310, 0.994245, -25.6766, 31.4857, 631.113
1.299, 0.999483, 6.93202e-310, 0.994279, -24.0229, 31.9325, 629.888
1.3, 0.99948, 6.93202e-310, 0.994313, -24.1073, 31.4976, 627.84
1.301, 0.999477, 6.93202e-310, 0.994349, -23.3553, 31.876, 627.528
1.302, 0.999473, 6.93202e-310, 0.994385, -23.4955, 31.3824, 626.392
1.303, 0.99947, 6.93202e-310, 0.994421, -21.9487, 31.7015, 625.286
1.304, 0.999466, 6.93202e-310, 0.994458, -22.1278, 30.2911, 624.215
1.305, 0.999462, 6.93202e-310, 0.994496, -22.3339, 31.402, 623.17
1.306, 0.999458, 6.93202e-310, 0.994535, -19.999, 31.6294, 623.006
1.307, 0.999454, 6.93202e-310, 0.994574, -21.9436, 30.1303, 622.024
1.308, 0.99945, 6.93202e-310, 0.994613, -19.6428, 30.2969, 620.218
1.309, 0.999446, 6.93202e-310, 0.994654, -19.917, 30.4374, 619.297
1.31, 0.999441, 6.93202e-310, 0.994694, -19.3445, 31.4025, 620.102
1.311, 0.999436, 6.93202e-310, 0.994735, -19.6391, 29.7777, 618.387
1.312, 0.999432, 6.93202e-310, 0.994777, -17.3882, 29.8389, 617.555
1.313, 0.999427, 6.93202e-310, 0.994819, -18.5498, 30.709, 617.6
1.314, 0.999422, 6.93202e-310, 0.994862, -18.0131, 29.859, 615.973
1.315, 0.999416, 6.93202e-310, 0.994905, -16.6325, 29.8331, 616.076
1.316, 0.999411, 6.93202e-310, 0.994949, -16.9514, 29.7785, 614.51
1.317, 0.999405, 6.93202e-310, 0.994993, -16.4273, 30.5483, 615.52
1.318, 0.9994, 6.93202e-310, 0.995038, -15.8978, 29.5899, 614.011
1.319, 0.999394, 6.93202e-310, 0.995083, -15.3706, 29.4644, 614.229
1.32, 0.999388, 6.93202e-310, 0.995128, -14.8433, 29.3076, 612.775
1.321, 0.999382, 6.93202e-310, 0.995174, -14.3032, 29.9784, 613.051
1.322, 0.999376, 6.93202e-310, 0.99522, -14.6188, 29.7765, 612.505
1.323, 0.99937, 6.93202e-310, 0.995267, -14.0654, 29.5518, 611.986
1.324, 0.999364, 6.93202e-310, 0.995313, -12.6661, 29.302, 611.498
1.325, 0.999357, 6.93202e-310, 0.99536, -12.9484, 29.8878, 611.885
1.326, 0.999351, 6.93202e-310, 0.995408, -13.2295, 29.5867, 611.454
1.327, 0.999344, 6.93202e-310, 0.995456, -10.9345, 29.2775, 611.9
1.328, 0.999338, 6.93202e-310, 0.995504, -12.0385, 28.9449, 609.824
1.329, 0.999331, 6.93202e-310, 0.995552, -11.4222, 29.4325, 611.179
1.33, 0.999325, 6.93202e-310, 0.9956, -9.94016, 29.9089, 610.862
1.331, 0.999318, 6.93202e-310, 0.995649, -10.9939, 29.5103, 610.571
1.332, 0.999311, 6.93202e-310, 0.995698, -9.47518, 29.0934, 610.312
1.333, 0.999304, 6.93202e-310, 0.995747, -9.64123, 29.502, 610.079
1.334, 0.999297, 6.93202e-310, 0.995796, -8.93439, 29.045, 611.576
1.335, 0.99929, 6.93202e-310, 0.995846, -8.20529, 29.4127, 610.549
1.336, 0.999283, 6.93202e-310, 0.995895, -8.31467, 29.7687, 610.398
1.337, 0.999276, 6.93202e-310, 0.995945, -7.5381, 29.2491, 611.127
1.338, 0.99927, 6.93202e-310, 0.995994, -6.75216, 29.5656, 610.178
1.339, 0.999263, 6.93202e-310, 0.996044, -7.6382, 29.0093, 611.807
1.34, 0.999256, 6.93202e-310, 0.996094, -5.948, 29.2951, 611.76
1.341, 0.999249, 6.93202e-310, 0.996144, -5.09357, 30.4039, 611.735
1.342, 0.999242, 6.93202e-310, 0.996193, -5.91199, 28.9554, 611.735
1.343, 0.999235, 6.93202e-310, 0.996243, -5.00421, 29.1832, 611.757
1.344, 0.999228, 6.93202e-310, 0.996293, -4.92607, 29.3999, 613.499
1.345, 0.999222, 6.93202e-310, 0.996343, -3.12636, 29.6051, 611.864
1.346, 0.999215, 6.93202e-310, 0.996393, -3.85161, 29.7886, 614.499
1.347, 0.999209, 6.93202e-310, 0.996442, -2.8551, 29.1201, 612.901
1.348, 0.999202, 6.93202e-310, 0.996492, -3.53384, 29.2833, 614.725
1.349, 0.999196, 6.93202e-310, 0.996541, -1.63838, 29.4334, 614.865
1.35, 0.99919, 6.93202e-310, 0.996591, -1.42815, 29.5759, 615.873
