time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
1.209657352,-12.7334869,-5.665874995,4.279960184,1.016453721,1.059080791,-0.364857996,-8.614998552,5.94306407,-8.617440454,49.21909894,0.859035331,-36.08287888,-3.54122E-13,-2.66182E-13,36.33411691,0.599577995,-8.508187071,8.735977639,0.152471573,-24.50654074,-3.9656E-14,2.7364E-15,4.085729111,9.157872029,12.40080741,-21.85905483,-25.94343888,-5.786456469,107.1953293,74.27548819,1.17962E-13,-3.03656E-14,-46.01419017,-15.17085926,-9.779552626,111.3033783,71.65201018,3.23906E-14,-7.51543E-14
1.209833933,-12.72472226,-5.675699568,4.28497636,1.01646222,1.058996129,-0.364878888,-8.58113107,5.939626421,-8.628284395,49.33824429,0.86111481,-36.07534179,-3.54348E-13,-2.66269E-13,36.30535877,0.594170589,-8.502010145,8.732466557,0.152410293,-24.5154452,-3.96875E-14,2.76483E-15,4.079682389,9.166884053,12.3867698,-21.87264593,-25.94724947,-5.790522096,107.1417167,74.27191398,1.18062E-13,-3.04012E-14,-45.99337768,-15.16264451,-9.779574717,111.2893963,71.65284133,3.2413E-14,-7.52098E-14
1.21,-12.71660816,-5.684937103,4.289593662,1.016470151,1.0589161,-0.364898429,-8.549082342,5.936346293,-8.638399483,49.45029652,0.86307049,-36.06813679,-3.54561E-13,-2.6635E-13,36.27841627,0.589006296,-8.49636972,8.729210603,0.152353466,-24.52398839,-3.97172E-14,2.79139E-15,4.074132228,9.175365811,12.37360832,-21.88544674,-25.95084947,-5.794295553,107.0912625,74.26855499,1.18156E-13,-3.04348E-14,-45.97379167,-15.15493523,-9.779582709,111.2762165,71.6536292,3.24341E-14,-7.52619E-14
1.210176581,-12.70811771,-5.694756099,4.294397031,1.016478516,1.05883057,-0.364919095,-8.51479417,5.932807348,-8.649065887,49.56944298,0.865149988,-36.06035096,-3.54788E-13,-2.66436E-13,36.24987855,0.583432229,-8.490558307,8.725795282,0.152293858,-24.53329753,-3.97488E-14,2.81937E-15,4.068376183,9.184389648,12.35965611,-21.89907768,-25.95469376,-5.798254469,107.0375772,74.26498633,1.18256E-13,-3.04705E-14,-45.95295187,-15.14675558,-9.779577945,111.2621696,71.65447351,3.24565E-14,-7.53173E-14
1.210423213,-12.69649675,-5.708462461,4.300923013,1.016490083,1.05871036,-0.364947761,-8.466540596,5.927774521,-8.663808568,49.73585415,0.868054411,-36.04926018,-3.55104E-13,-2.66555E-13,36.21021178,0.575505981,-8.482771459,8.721103992,0.152211979,-24.54673985,-3.97928E-14,2.858E-15,4.060588149,9.196999175,12.34024192,-21.91814933,-25.96008952,-5.803691442,106.9625294,74.26000773,1.18396E-13,-3.05203E-14,-45.92382059,-15.13536213,-9.779549068,111.2424933,71.65566395,3.24879E-14,-7.53945E-14
1.210669846,-12.68515383,-5.72215714,4.307235979,1.016501514,1.058589278,-0.364976198,-8.417864319,5.922634969,-8.678367947,49.90226016,0.870958744,-36.03791591,-3.5542E-13,-2.66674E-13,36.17077107,0.567418029,-8.475375456,8.716505723,0.152131724,-24.56071365,-3.98367E-14,2.89643E-15,4.053093793,9.209612081,12.32091256,-21.93725871,-25.9655139,-5.809020275,106.8874042,74.2550366,1.18535E-13,-3.05702E-14,-45.89466099,-15.12400567,-9.779495161,111.2227502,71.65686729,3.25194E-14,-7.54717E-14
1.210916478,-12.6740899,-5.735837763,4.313335892,1.016512808,1.058467321,-0.365004403,-8.368765762,5.917386913,-8.692741067,50.06865794,0.873862933,-36.02631646,-3.55736E-13,-2.66792E-13,36.13155887,0.559171013,-8.468372564,8.712004339,0.15205316,-24.5751982,-3.98807E-14,2.93487E-15,4.045893666,9.222225009,12.30166798,-21.95640494,-25.97096469,-5.814240628,106.8122002,74.25007356,1.18674E-13,-3.06198E-14,-45.86547297,-15.11268691,-9.779417182,111.2029401,71.65808338,3.25509E-14,-7.5549E-14
1.211,-12.67040651,-5.740467108,4.3153533,1.016516602,1.058425822,-0.365013902,-8.352042966,5.915584781,-8.697565743,50.12500592,0.874846391,-36.02233019,-3.55843E-13,-2.66833E-13,36.11833195,0.556342573,-8.466090175,8.710502818,0.152026954,-24.5802121,-3.98957E-14,2.94799E-15,4.043522137,9.226495805,12.29517004,-21.962897,-25.9728162,-5.815983848,106.7867143,74.24839476,1.18721E-13,-3.06366E-14,-45.85558204,-15.10886248,-9.779385487,111.1962161,71.65849807,3.25616E-14,-7.55753E-14
1.211246632,-12.65971742,-5.754125386,4.321167795,1.016527714,1.058302691,-0.365041796,-8.302379878,5.910188872,-8.711684746,50.29138788,0.877750304,-36.0103865,-3.56159E-13,-2.66951E-13,36.07942957,0.547886707,-8.45961386,8.706139154,0.151950793,-24.59531896,-3.99395E-14,2.987E-15,4.036716671,9.239103749,12.27603896,-21.98209126,-25.97829898,-5.821058488,106.7114021,74.24344341,1.18861E-13,-3.06865E-14,-45.82635592,-15.09759519,-9.779276785,111.1763157,71.65973101,3.25932E-14,-7.56529E-14
1.211632156,-12.64357186,-5.775435205,4.329829774,1.01654481,1.058108462,-0.365084928,-8.223905448,5.901527897,-8.733367037,50.55143666,0.882289011,-35.99119727,-3.56653E-13,-2.67137E-13,36.01908943,0.534363898,-8.45028339,8.699536156,0.151835549,-24.61979861,-4.00078E-14,3.04851E-15,4.026670341,9.25879493,12.24630373,-22.01216407,-25.98691119,-5.828772087,106.5935116,74.23572286,1.19079E-13,-3.07655E-14,-45.78061363,-15.08006158,-9.779063508,111.1450719,71.66168307,3.26425E-14,-7.57745E-14
1.211974855,-12.62979873,-5.79432938,4.33709313,1.016559727,1.057934004,-0.365122785,-8.153285599,5.893591451,-8.752237112,50.78255841,0.886322847,-35.97360355,-3.57093E-13,-2.67302E-13,35.96594001,0.522038917,-8.442813568,8.693897733,0.15173714,-24.64244724,-4.00681E-14,3.10322E-15,4.018346912,9.276271052,12.22004441,-22.03896427,-25.99460309,-5.835403965,106.4885416,74.22888147,1.19273E-13,-3.08357E-14,-45.73989307,-15.06455844,-9.778832127,111.1171577,71.66344319,3.26861E-14,-7.58828E-14
1.212,-12.62880967,-5.7957137,4.337609924,1.016560811,1.057921137,-0.365125544,-8.148072014,5.893000144,-8.753606547,50.79951497,0.886618795,-35.97229264,-3.57125E-13,-2.67315E-13,35.96205851,0.521123544,-8.442296462,8.693492757,0.151730072,-24.64414288,-4.00725E-14,3.10723E-15,4.017758719,9.277552006,12.21812405,-22.04093313,-25.99516864,-5.835882213,106.480833,74.22838035,1.19287E-13,-3.08409E-14,-45.73690302,-15.06342405,-9.778813675,111.1151043,71.66357325,3.26893E-14,-7.58907E-14
1.212342698,-12.6156241,-5.814550073,4.344433668,1.016575441,1.057744856,-0.365162909,-8.076581639,5.884816581,-8.772062096,51.03058824,0.890651784,-35.95415253,-3.57566E-13,-2.67481E-13,35.90940937,0.508500635,-8.435676498,8.688094869,0.151635861,-24.66772382,-4.01329E-14,3.16196E-15,4.010049669,9.2949878,12.19203808,-22.06779849,-26.00288971,-5.842286044,106.3756801,74.22156304,1.19481E-13,-3.09107E-14,-45.6961213,-15.04800691,-9.778543052,111.0870457,71.665358,3.2733E-14,-7.5999E-14
1.212839942,-12.59746976,-5.841768909,4.35360906,1.016596193,1.057486056,-0.365216302,-7.971411843,5.872520018,-8.798141991,51.36577299,0.896501861,-35.92691856,-3.58207E-13,-2.67721E-13,35.83385931,0.489709594,-8.427505221,8.68067819,0.151506416,-24.70350423,-4.02194E-14,3.24203E-15,3.999883195,9.320196883,12.15447311,-22.10688038,-26.01412725,-5.851198688,106.222793,74.21171528,1.19761E-13,-3.10126E-14,-45.63684518,-15.02578386,-9.778090819,111.0460905,71.66798735,3.27965E-14,-7.6156E-14
1.213,-12.59187308,-5.850498796,4.356380288,1.016602751,1.057401988,-0.365233281,-7.937196546,5.868452741,-8.806358553,51.47363901,0.898384479,-35.91792048,-3.58414E-13,-2.67797E-13,35.80975536,0.483544868,-8.425240653,8.678399622,0.151466647,-24.71541202,-4.02474E-14,3.26772E-15,3.996867647,9.328284172,12.1424526,-22.11948455,-26.01775038,-5.853971839,106.1734988,74.20855727,1.19852E-13,-3.10455E-14,-45.61773836,-15.0186683,-9.777931365,111.0328455,71.6688435,3.28171E-14,-7.62067E-14
1.213497244,-12.57525633,-5.877509133,4.364425505,1.016622747,1.057138448,-0.365285378,-7.829778427,5.855468201,-8.831322652,51.808648,0.904231489,-35.88924086,-3.59058E-13,-2.68035E-13,35.73555048,0.464046355,-8.419356176,8.67167479,0.151349277,-24.75359593,-4.03346E-14,3.34719E-15,3.988298203,9.353306796,12.10532879,-22.15871095,-26.0290143,-5.86228881,106.0200984,74.19878618,1.20133E-13,-3.11467E-14,-45.55829672,-14.99668331,-9.777396868,110.9915026,71.67153285,3.28807E-14,-7.63645E-14
1.214,-12.55964355,-5.904629651,4.371696384,1.016642375,1.056868339,-0.365337048,-7.719444798,5.841786987,-8.855688151,52.14721412,0.910140582,-35.85911848,-3.59709E-13,-2.68278E-13,35.66158041,0.443820099,-8.415199744,8.665444964,0.151240546,-24.79401181,-4.04226E-14,3.42782E-15,3.980862518,9.378423155,12.06812817,-22.19847093,-26.0403997,-5.87023825,105.8645836,74.18897239,1.20418E-13,-3.12473E-14,-45.49806501,-14.97464483,-9.77680241,110.9493961,71.6742962,3.29453E-14,-7.65241E-14
1.214672071,-12.54064648,-5.940541058,4.380070165,1.016667673,1.056501532,-0.365404528,-7.569252213,5.822592732,-8.886862294,52.59952299,0.918034861,-35.81706649,-3.60578E-13,-2.68611E-13,35.56439466,0.416030129,-8.412513841,8.658068426,0.151111801,-24.85085765,-4.0542E-14,3.53762E-15,3.972852009,9.411646666,12.01891706,-22.25175606,-26.05557784,-5.880140862,105.6560164,74.17596685,1.20798E-13,-3.13819E-14,-45.41733669,-14.94549408,-9.77593675,110.8926187,71.67805645,3.3032E-14,-7.67371E-14
1.215,-12.53215756,-5.957904035,4.383601533,1.016679618,1.056320171,-0.36543679,-7.494848207,5.812836571,-8.901485833,52.82009636,0.921884593,-35.79579972,-3.61002E-13,-2.68777E-13,35.51769092,0.402177757,-8.412413909,8.654887041,0.151056275,-24.87975016,-4.06013E-14,3.59024E-15,3.969743775,9.427687789,11.99511678,-22.27780421,-26.062953,-5.884671519,105.5539552,74.16967176,1.20984E-13,-3.14479E-14,-45.37785551,-14.93140296,-9.77548999,110.8647067,71.67991752,3.30741E-14,-7.68411E-14
1.2158813,-12.511888,-6.003975912,4.391309979,1.016710399,1.055825035,-0.36552132,-7.291263597,5.785287172,-8.938851878,53.41243428,0.93222284,-35.73618983,-3.62151E-13,-2.69225E-13,35.39455774,0.364082246,-8.416149605,8.647792852,0.150932458,-24.96107398,-4.07634E-14,3.73135E-15,3.963986029,9.470146137,11.93182753,-22.34793165,-26.08261796,-5.895867253,105.2786695,74.15293414,1.21482E-13,-3.16299E-14,-45.2714447,-14.89398084,-9.774230709,110.7889975,71.68499944,3.3186E-14,-7.71196E-14
1.216,-12.50944177,-6.010109635,4.392151465,1.016714395,1.055757486,-0.365532462,-7.263440437,5.781423568,-8.943667517,53.4921621,0.933614353,-35.72788572,-3.62306E-13,-2.69285E-13,35.3782426,0.358861349,-8.417103878,8.647007534,0.150918752,-24.97242968,-4.07854E-14,3.75021E-15,3.96349898,9.475784163,11.92337702,-22.35738798,-26.0852449,-5.89726594,105.2414772,74.15070106,1.21549E-13,-3.16546E-14,-45.25707745,-14.88899165,-9.774056165,110.7787213,71.68569244,3.3201E-14,-7.71571E-14
1.217,-12.49151275,-6.06102551,4.397413623,1.016746599,1.055180301,-0.365624027,-7.025257456,5.747359775,-8.982173336,54.16330766,0.945328052,-35.65530637,-3.63613E-13,-2.69789E-13,35.24338905,0.314128159,-8.429462873,8.642113493,0.150833335,-25.0717894,-4.09786E-14,3.90173E-15,3.962102672,9.52240759,11.85286066,-22.43711785,-26.10710952,-5.908019852,104.9270107,74.13210519,1.22113E-13,-3.18687E-14,-45.13569397,-14.84745896,-9.77256144,110.6913779,71.69160482,3.33286E-14,-7.74738E-14
1.218,-12.47837702,-6.110422963,4.399466992,1.016776107,1.054588659,-0.36571146,-6.780337286,5.710447425,-9.01696707,54.83344901,0.957024225,-35.57799997,-3.64925E-13,-2.70292E-13,35.1132811,0.268248369,-8.449656868,8.640534079,0.150805769,-25.177524,-4.11847E-14,4.04132E-15,3.96551645,9.567243777,11.7835127,-22.51688155,-26.12838135,-5.916935413,104.6104155,74.11392816,1.22682E-13,-3.20838E-14,-45.01366386,-14.80685164,-9.771064341,110.602608,71.69763749,3.34576E-14,-7.77912E-14
1.219,-12.4700311,-6.158066676,4.398401675,1.01680277,1.05398262,-0.365794743,-6.528719868,5.670480222,-9.048035176,55.50252125,0.968701739,-35.49591322,-3.66234E-13,-2.70796E-13,34.98806618,0.221503957,-8.477822292,8.642618756,0.150842153,-25.28927776,-4.13986E-14,4.16842E-15,3.973689061,9.609970362,11.7152717,-22.59655924,-26.1488962,-5.924018381,104.2915512,74.09621287,1.23257E-13,-3.22976E-14,-44.89094191,-14.76721472,-9.769620997,110.5123371,71.70377233,3.35877E-14,-7.81101E-14
1.22,-12.46646154,-6.203715828,4.394318482,1.01682642,1.053362269,-0.365873873,-6.270446921,5.627244369,-9.075385779,56.17047791,0.980359782,-35.40900115,-3.6754E-13,-2.71297E-13,34.86788764,0.174187593,-8.514064799,8.648734746,0.150948897,-25.40664754,-4.16187E-14,4.29227E-15,3.986556559,9.650258407,11.64806999,-22.67602382,-26.16849215,-5.929277882,103.9702783,74.07900092,1.23832E-13,-3.25125E-14,-44.76747917,-14.72859108,-9.768284756,110.4204848,71.70999036,3.37173E-14,-7.8433E-14
1.221,-12.46764502,-6.247125277,4.387328456,1.016846868,1.052727713,-0.365948854,-6.005561815,5.580519692,-9.099047513,56.83729021,0.991997852,-35.31722708,-3.68836E-13,-2.71795E-13,34.75288401,0.126601439,-8.558457903,8.659264503,0.151132676,-25.52918316,-4.18485E-14,4.41014E-15,4.004042535,9.687773966,11.58183401,-22.75514136,-26.18701048,-5.932726184,103.64646,74.06233248,1.24408E-13,-3.27317E-14,-44.64322323,-14.69102112,-9.767105814,110.326965,71.71627181,3.38448E-14,-7.87591E-14
1.222,-12.47354853,-6.288046765,4.377552351,1.016863905,1.052079085,-0.366019702,-5.734109471,5.530080817,-9.119068254,57.50294602,1.003615738,-35.22056255,-3.70132E-13,-2.72292E-13,34.64318833,0.079055924,-8.611041892,8.674602971,0.151400383,-25.65638906,-4.20879E-14,4.51553E-15,4.026058393,9.722179691,11.51648456,-22.83377151,-26.20429654,-5.934378459,103.3199629,74.04624608,1.24984E-13,-3.29536E-14,-44.51811856,-14.6545424,-9.766130871,110.2316862,71.72259626,3.39724E-14,-7.90863E-14
1.223,-12.48412951,-6.326230161,4.365120064,1.016877299,1.051416541,-0.366086446,-5.456136291,5.475698406,-9.135513746,58.16744882,1.015213499,-35.11898728,-3.71428E-13,-2.72805E-13,34.53892742,0.031868451,-8.671822914,8.695154736,0.151759079,-25.78772596,-4.23308E-14,4.62092E-15,4.052503697,9.753136459,11.4519372,-22.91176812,-26.22020064,-5.934252559,102.9906587,74.0307785,1.25559E-13,-3.31826E-14,-44.39210677,-14.61918931,-9.765402824,110.1345517,71.72894269,3.41009E-14,-7.94119E-14
1.224,-12.49933609,-6.361424714,4.350170029,1.016886801,1.050740264,-0.366149123,-5.171690098,5.417140433,-9.148466127,58.83081646,1.026791449,-35.01248912,-3.72729E-13,-2.73335E-13,34.44022112,-0.014637919,-8.740772257,8.721331044,0.152215942,-25.922613,-4.25701E-14,4.73093E-15,4.08326657,9.780305028,11.38810252,-22.98897984,-26.23457881,-5.932368773,102.6584251,74.01596461,1.26133E-13,-3.3416E-14,-44.265127,-14.58499282,-9.764960487,110.0354603,71.73528961,3.42298E-14,-7.97373E-14
1.225,-12.51910732,-6.39338033,4.332848564,1.016892143,1.050050464,-0.366207784,-4.880820119,5.354173502,-9.158022386,59.49307977,1.038350124,-34.90106398,-3.74031E-13,-2.73877E-13,34.34718156,-0.060135825,-8.817825846,8.753546744,0.152778212,-26.06043011,-4.28099E-14,4.84256E-15,4.118224145,9.803347707,11.32488655,-23.06525077,-26.24729366,-5.928749605,102.3231474,74.00183724,1.26706E-13,-3.36558E-14,-44.13711616,-14.55198024,-9.764838342,109.9343064,71.74161514,3.43573E-14,-8.00629E-14
1.226,-12.54337347,-6.421848859,4.313309189,1.016893039,1.049347378,-0.366262491,-4.583576967,5.286564213,-9.164292874,60.1542812,1.049890266,-34.78471576,-3.75333E-13,-2.74426E-13,34.25991246,-0.104294995,-8.902883929,8.792217177,0.153453138,-26.20052059,-4.30524E-14,4.96152E-15,4.157243073,9.821930012,11.26219113,-23.14042124,-26.25821501,-5.923419551,101.9847195,73.9884271,1.2728E-13,-3.38924E-14,-44.00800931,-14.520175,-9.765066327,109.8309808,71.74789716,3.44835E-14,-8.0387E-14
1.227,-12.57205631,-6.446585406,4.291711945,1.016889187,1.048631274,-0.366313317,-4.280012711,5.214080482,-9.167399346,60.81447318,1.06141279,-34.66345636,-3.76641E-13,-2.74981E-13,34.17850832,-0.146783637,-8.995810964,8.837755027,0.154247924,-26.3421941,-4.32882E-14,5.09269E-15,4.200180029,9.835722321,11.19991428,-23.21432848,-26.26722071,-5.916404877,101.6430451,73.97576263,1.27852E-13,-3.41322E-14,-43.87773998,-14.48959652,-9.765669644,109.7253708,71.75411335,3.46089E-14,-8.07098E-14
1.228,-12.60506944,-6.467349653,4.268222666,1.016880271,1.047902447,-0.366360346,-3.970180937,5.13649292,-9.167473207,61.4737166,1.072918758,-34.53730555,-3.77957E-13,-2.75541E-13,34.10305369,-0.187269859,-9.096435731,8.890567183,0.15516967,-26.48472987,-4.35274E-14,5.2255E-15,4.246882285,9.8444015,11.13795066,-23.28680737,-26.27419719,-5.907733421,101.2980387,73.96386996,1.28426E-13,-3.43729E-14,-43.74624049,-14.46026005,-9.766668603,109.617361,71.76024135,3.47342E-14,-8.10321E-14
1.229,-12.64231864,-6.483907082,4.24301216,1.016865964,1.047161223,-0.366403673,-3.654136789,5.053576309,-9.164654159,62.13207911,1.084409352,-34.40629094,-3.79283E-13,-2.76118E-13,34.0336225,-0.225423135,-9.204551659,8.95105158,0.156225322,-26.62737992,-4.37838E-14,5.34066E-15,4.297188337,9.847652596,11.07619187,-23.35769151,-26.27904007,-5.897434409,100.949627,73.95277279,1.29002E-13,-3.46059E-14,-43.61344218,-14.43217663,-9.768078518,109.5068337,71.7662588,3.48587E-14,-8.13501E-14
1.23,-12.68370224,-6.496030244,4.216255428,1.016845926,1.04640796,-0.366443407,-3.331937108,4.965111022,-9.159088409,62.78963345,1.09588584,-34.27044797,-3.80605E-13,-2.76696E-13,33.97027732,-0.260915748,-9.31991734,9.019594092,0.157421614,-26.76937284,-4.40491E-14,5.4322E-15,4.350928515,9.845170471,11.0145269,-23.42681419,-26.2816547,-5.885538295,100.5977492,73.94249236,1.29577E-13,-3.48322E-14,-43.47927557,-14.4053531,-9.769909622,109.3936699,71.77214349,3.49838E-14,-8.16666E-14
1.231,-12.72911152,-6.503499996,4.188130869,1.016819808,1.045643044,-0.366479663,-3.003640594,4.870884419,-9.150926973,63.4464557,1.107349551,-34.12981981,-3.81925E-13,-2.77263E-13,33.9130687,-0.293424241,-9.442257268,9.096565512,0.158765019,-26.90991755,-4.43129E-14,5.51086E-15,4.40792563,9.836661393,10.95284248,-23.49400933,-26.28195656,-5.872076604,100.2423585,73.93304736,1.30149E-13,-3.5059E-14,-43.3436706,-14.37979211,-9.772167011,109.2777494,71.77787345,3.51088E-14,-8.19823E-14
1.232,-12.77843105,-6.506106723,4.158819473,1.016787259,1.044866897,-0.366512571,-2.669307982,4.770692243,-9.140324012,64.10262353,1.11880184,-33.98445738,-3.83237E-13,-2.77823E-13,33.86203442,-0.322630856,-9.571262783,9.18231863,0.160261693,-27.04820718,-4.45807E-14,5.59006E-15,4.467995624,9.821844573,10.89102348,-23.55911246,-26.27987174,-5.857081797,99.88342234,73.92445392,1.30717E-13,-3.52837E-14,-43.20655681,-14.35549216,-9.774850635,109.1589519,71.78342702,3.52318E-14,-8.22926E-14
1.233,-12.83153912,-6.503651524,4.128504009,1.016747919,1.044079969,-0.36654227,-2.329002268,4.664339981,-9.127435195,64.75821438,1.130244059,-33.83441932,-3.84554E-13,-2.78391E-13,33.81719893,-0.348224967,-9.706593255,9.277185423,0.161917431,-27.18342334,-4.48536E-14,5.66532E-15,4.530948242,9.800453655,10.82895335,-23.62196169,-26.27533724,-5.84058715,99.52092332,73.91672558,1.31285E-13,-3.55075E-14,-43.0678635,-14.33244775,-9.777955303,109.0371573,71.78878292,3.53518E-14,-8.26032E-14
1.234,-12.88830818,-6.49594736,4.097368213,1.016701428,1.043282743,-0.366568908,-1.982788951,4.551644209,-9.112416116,65.41330379,1.141677526,-33.67977196,-3.85879E-13,-2.78967E-13,33.77857265,-0.369904492,-9.847877461,9.38147438,0.163737617,-27.31474046,-4.51389E-14,5.72254E-15,4.596587701,9.772238151,10.76651447,-23.68239875,-26.26830125,-5.822626661,99.15485972,73.90987324,1.3185E-13,-3.57335E-14,-42.92751986,-14.31064951,-9.781470734,108.9122465,71.79392039,3.54692E-14,-8.29143E-14
1.235,-12.94860521,-6.482820161,4.06559598,1.016647428,1.042475732,-0.366592643,-1.630736306,4.432433901,-9.095420769,66.06796356,1.153103494,-33.52058935,-3.87205E-13,-2.79558E-13,33.74615144,-0.387377297,-9.994715136,9.495467989,0.16572718,-27.44133004,-4.54382E-14,5.7819E-15,4.664713362,9.736964827,10.70358854,-23.74026993,-26.25872338,-5.803234958,98.78524589,73.90390521,1.32418E-13,-3.59595E-14,-42.78545505,-14.29008439,-9.78538163,108.7841019,71.79881921,3.55854E-14,-8.32221E-14
1.236,-13.01229217,-6.464109891,4.033370562,1.016585563,1.041659481,-0.366613641,-1.272915683,4.306551698,-9.076600078,66.7222601,1.164523123,-33.35695321,-3.88539E-13,-2.80159E-13,33.71991602,-0.400362564,-10.14667873,9.619420375,0.167890558,-27.56236522,-4.57592E-14,5.81448E-15,4.73512041,9.694419017,10.64005702,-23.79542712,-26.24657477,-5.78244724,98.41211258,73.89882719,1.32986E-13,-3.61847E-14,-42.64159828,-14.27073589,-9.789667774,108.6526082,71.8034598,3.57014E-14,-8.35237E-14
1.237,-13.07922644,-6.439671567,4.000873774,1.016515481,1.040834566,-0.366632077,-0.909401811,4.173855143,-9.056100513,67.37625272,1.175937448,-33.18895294,-3.89885E-13,-2.80757E-13,33.69983144,-0.408592145,-10.3033153,9.753555124,0.170231651,-27.67702528,-4.60971E-14,5.82982E-15,4.807600519,9.644405882,10.57580145,-23.84772872,-26.23183824,-5.760299221,98.03550719,73.89464229,1.33554E-13,-3.6402E-14,-42.49587884,-14.2525843,-9.794304153,108.5176531,71.80782327,3.58156E-14,-8.38207E-14
1.238,-13.14926124,-6.409376224,3.968285219,1.01643684,1.040001589,-0.366648129,-0.540273121,4.034217867,-9.034062783,68.02999206,1.187347352,-33.01668557,-3.91227E-13,-2.81352E-13,33.68584664,-0.411811881,-10.46414861,9.898063296,0.172753794,-27.78450024,-4.64474E-14,5.85547E-15,4.881942518,9.586751604,10.51070386,-23.89704068,-26.21450822,-5.736827094,97.65549382,73.89135106,1.34121E-13,-3.66126E-14,-42.34822614,-14.23560698,-9.799261093,108.3791276,71.81189151,3.59271E-14,-8.41101E-14
1.239,-13.22224607,-6.373111826,3.935781523,1.016349308,1.039161181,-0.366661986,-0.165612078,3.887530728,-9.010620625,68.68351851,1.19875354,-32.8402557,-3.92574E-13,-2.81943E-13,33.67789406,-0.409782892,-10.62868127,10.05310164,0.175459724,-27.88399534,-4.68241E-14,5.88262E-15,4.957933052,9.521304503,10.44464713,-23.94323732,-26.19459078,-5.712067504,97.27215332,73.88895152,1.34688E-13,-3.6822E-14,-42.19856967,-14.21977866,-9.804504423,108.2369269,71.8156472,3.60377E-14,-8.43922E-14
1.24,-13.29802716,-6.330784121,3.903535591,1.016252563,1.038313999,-0.366673839,0.214494496,3.733702889,-8.985899696,69.33686073,1.210156513,-32.65977545,-3.93927E-13,-2.82527E-13,33.67588921,-0.402282828,-10.7963971,10.21879105,0.178351549,-27.97473541,-4.72182E-14,5.92307E-15,5.035357227,9.447936092,10.37751534,-23.9862023,-26.17210349,-5.686057545,96.88558311,73.88743924,1.35252E-13,-3.70319E-14,-42.04683902,-14.20507171,-9.809995641,108.090951,71.81907388,3.61496E-14,-8.46699E-14
1.241,-13.37644789,-6.282317433,3.871715887,1.016146302,1.037460724,-0.366683883,0.599955093,3.57266284,-8.96001658,69.99003434,1.221556543,-32.47536434,-3.95282E-13,-2.83107E-13,33.67973046,-0.38910708,-10.96676356,10.39521518,0.181430731,-28.05596947,-4.76085E-14,5.99527E-15,5.11399926,9.366542045,10.30919413,-24.02582942,-26.14707523,-5.658834753,96.49589701,73.88680732,1.3581E-13,-3.72471E-14,-41.89296386,-14.19145651,-9.815692102,107.9411051,71.82215601,3.62617E-14,-8.49422E-14
1.242,-13.45734923,-6.2276554,3.840485757,1.016030234,1.036602056,-0.366692315,0.990673206,3.404359343,-8.933077901,70.64304057,1.232953652,-32.28714913,-3.96647E-13,-2.83683E-13,33.68929877,-0.370069941,-11.13923426,10.58241936,0.184698061,-28.126975,-4.79741E-14,6.11334E-15,5.193643099,9.277043071,10.23957103,-24.06202336,-26.11954599,-5.630437125,96.10322486,73.8870465,1.36364E-13,-3.74626E-14,-41.73687393,-14.17890174,-9.821547205,107.7873002,71.82487899,3.63725E-14,-8.52142E-14
1.243,-13.54057018,-6.166761664,3.810002779,1.015904092,1.035738717,-0.366699336,1.38654702,3.228762274,-8.905179439,71.29586518,1.24434759,-32.09526367,-3.98017E-13,-2.84255E-13,33.70445754,-0.3450057,-11.31325163,10.7804098,0.188153646,-28.18706178,-4.83004E-14,6.24932E-15,5.274073034,9.179385669,10.16853589,-24.09470022,-26.08956657,-5.600903137,95.70771222,73.88814523,1.3692E-13,-3.76758E-14,-41.57849914,-14.16737466,-9.827510594,107.6294536,71.8272292,3.64841E-14,-8.54914E-14
1.244,-13.62594819,-6.099620423,3.780418092,1.015767625,1.034871443,-0.366705145,1.787469152,3.045863499,-8.876405637,71.94847733,1.255737821,-31.89984867,-3.99379E-13,-2.84825E-13,33.72505256,-0.31376974,-11.48824956,10.98915285,0.191796899,-28.23557609,-4.86418E-14,6.4233E-15,5.355074325,9.073542917,10.0959811,-24.1237884,-26.05719823,-5.57027178,95.30951972,73.89008968,1.37473E-13,-3.78887E-14,-41.41776952,-14.15684148,-9.833528375,107.4674897,71.82919402,3.65985E-14,-8.57715E-14
