time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
0.917,-16.02405026,1.441977837,-7.934252112,1.008988474,1.008141743,-0.337339896,35.19054934,5.13771686,-8.697000815,12.93809614,0.225812377,-29.50971832,-2.19387E-15,-8.35714E-15,15.78334973,-5.337917266,-8.33606342,84.79971909,1.480034303,-23.23455631,-3.7182E-16,-7.35658E-15,8.238949956,3.329439493,-0.374934815,-35.54626947,-25.80903048,-5.877493205,96.83883536,71.61613244,9.5032E-16,-1.68344E-15,-32.82059896,-16.48461988,-1.422016563,107.0025732,72.01014877,-1.28786E-15,7.1287E-16
0.918,-16.17189901,1.303878794,-7.904547738,1.008552177,1.00731501,-0.33755617,35.33092023,5.246294897,-8.860608979,13.29018246,0.231957442,-29.33327151,-2.40576E-15,-8.75894E-15,16.35981364,-5.594361123,-8.201994,85.40151608,1.490537642,-23.02045048,-4.0709E-16,-7.48799E-15,8.32359131,3.557185054,-0.296677656,-35.31880256,-25.87646117,-5.816232394,96.66266885,71.6061284,8.9985E-16,-1.69867E-15,-32.74337057,-16.4493544,-1.298909308,106.5681071,72.03304401,-1.29518E-15,8.0134E-16
0.919,-16.31582115,1.165030296,-7.878734212,1.008109688,1.00650253,-0.337768122,35.4676728,5.357335588,-9.016234212,13.64575637,0.238163378,-29.14158361,-2.62524E-15,-9.22316E-15,16.93276015,-5.849109957,-8.066662504,85.99096419,1.500825452,-22.81519159,-4.3896E-16,-7.61451E-15,8.402162131,3.78578465,-0.213173159,-35.08845612,-25.94267003,-5.755399389,96.48311567,71.59630139,8.4345E-16,-1.71414E-15,-32.66248948,-16.41347399,-1.174127049,106.1284181,72.05565524,-1.3016E-15,8.9903E-16
0.92,-16.45549901,1.025731011,-7.85675098,1.007661316,1.005705055,-0.337975607,35.60022994,5.470543776,-9.163357885,14.00431972,0.244421489,-28.93502584,-2.85544E-15,-9.71507E-15,17.50181309,-6.101874315,-7.93021791,86.56791106,1.510895075,-22.6188604,-4.6391E-16,-7.73533E-15,8.474315334,4.014794199,-0.124415288,-34.85517346,-26.00755501,-5.694956389,96.30024443,71.58668806,7.8833E-16,-1.7305E-15,-32.57801253,-16.37710701,-1.047795636,105.6838363,72.07796158,-1.30742E-15,9.9889E-16
0.921,-16.59064023,0.886279701,-7.838519042,1.007207386,1.004923272,-0.338178506,35.72803443,5.585615146,-9.301501238,14.36536689,0.25072295,-28.71403076,-3.09195E-15,-1.02298E-14,18.06662257,-6.352374525,-7.792813472,87.13223136,1.520744322,-22.43149829,-4.9212E-16,-7.85506E-15,8.539739543,4.243769875,-0.030414707,-34.61891155,-26.07102023,-5.634865716,96.11413589,71.57732346,7.3311E-16,-1.7493E-15,-32.49001386,-16.34038309,-0.920049531,105.2347174,72.09994236,-1.31263E-15,1.09631E-15
0.922,-16.72097869,0.746973875,-7.823941875,1.006748238,1.004157808,-0.338376723,35.85055107,5.702237541,-9.430228387,14.72838658,0.257058839,-28.47909031,-3.33882E-15,-1.0776E-14,18.6268659,-6.600341556,-7.654606183,87.68382656,1.530371474,-22.25310761,-5.2535E-16,-7.97208E-15,8.598160386,4.472269901,0.068801548,-34.37964198,-26.13297616,-5.57509018,95.92488308,71.56824076,6.7559E-16,-1.76891E-15,-32.39858493,-16.30343264,-0.791031303,104.7814414,72.12157715,-1.31784E-15,1.19916E-15
0.923,-16.84627526,0.608108448,-7.812906436,1.006284226,1.003409229,-0.338570188,35.9672688,5.820092326,-9.549148991,15.09286379,0.263420167,-28.23075262,-3.61534E-15,-1.13726E-14,19.1822484,-6.845517825,-7.515756183,88.22262454,1.539775273,-22.08365209,-5.655E-16,-8.08205E-15,8.64934158,4.699856369,0.173190454,-34.13735186,-26.19333987,-5.515593454,95.73259153,71.55947101,6.1814E-16,-1.78929E-15,-32.30383434,-16.26638628,-0.660891054,104.3244116,72.14284573,-1.32542E-15,1.30404E-15
0.924,-16.96631845,0.469974366,-7.805284261,1.005815712,1.002678036,-0.338758854,36.07770259,5.938855854,-9.657920768,15.45828151,0.269797909,-27.96961996,-3.94078E-15,-1.20572E-14,19.73250398,-7.087657988,-7.376426132,88.7485791,1.548954912,-21.92305765,-6.0796E-16,-8.1912E-15,8.693085789,4.926097094,0.28269345,-33.89204459,-26.25203521,-5.456340437,95.5373794,71.55104289,5.596E-16,-1.81313E-15,-32.20588759,-16.22937427,-0.529785782,103.8640533,72.16372813,-1.33453E-15,1.41041E-15
0.925,-17.08092477,0.332857268,-7.800932626,1.005343071,1.001964676,-0.338942696,36.1813952,6.058200961,-9.756251616,15.82412261,0.276183041,-27.69634507,-4.25727E-15,-1.27272E-14,20.27739565,-7.326529664,-7.236780549,89.26166927,1.557910025,-21.77121321,-6.5571E-16,-8.30008E-15,8.729235274,5.150567463,0.397236929,-33.64374052,-26.30899291,-5.397297623,95.33937759,71.54298243,5.02E-16,-1.84002E-15,-32.10488676,-16.19252598,-0.397878686,103.4008123,72.18420464,-1.34544E-15,1.51665E-15
0.926,-17.1899391,0.197036165,-7.799695764,1.004866684,1.001269532,-0.33912171,36.2779187,6.177798496,-9.843901407,16.18987157,0.282566564,-27.4116274,-4.52667E-15,-1.33315E-14,20.81671587,-7.561914096,-7.09698511,89.76189855,1.566640672,-21.6279719,-7.0774E-16,-8.41357E-15,8.7576723,5.372852254,0.516732788,-33.39247748,-26.36415078,-5.338433457,95.13872976,71.53531284,4.4319E-16,-1.86393E-15,-32.00099008,-16.15596927,-0.265338425,102.9351533,72.20425579,-1.35964E-15,1.62351E-15
0.927,-17.29323484,0.062782142,-7.801406144,1.004386941,1.000592933,-0.339295909,36.36687598,6.297318894,-9.92068356,16.5550162,0.28893954,-27.11621037,-4.75209E-15,-1.387E-14,21.35028667,-7.79360677,-6.95720604,90.24929401,1.575147328,-21.4931523,-7.6146E-16,-8.53167E-15,8.778319343,5.592547461,0.641079028,-33.13831124,-26.41745385,-5.279718678,94.93559235,71.52805427,3.8486E-16,-1.88227E-15,-31.89437132,-16.11982996,-0.132338327,102.4675585,72.22386239,-1.37129E-15,1.73361E-15
0.928,-17.39071385,-0.069642854,-7.805885762,1.003904237,0.999935151,-0.339465329,36.44790189,6.416433747,-9.986466195,16.91904931,0.295293117,-26.81087692,-4.96029E-15,-1.44162E-14,21.87795971,-8.021417956,-6.81760916,90.72390529,1.583430858,-21.36653993,-8.1321E-16,-8.64788E-15,8.791139042,5.809262038,0.770160391,-32.88131578,-26.46885439,-5.22112664,94.7301345,71.52122361,3.2794E-16,-1.89492E-15,-31.78521917,-16.08423128,0.000944424,101.9985259,72.24300554,-1.37895E-15,1.84501E-15
0.929,-17.48230638,-0.199987187,-7.812947461,1.003418973,0.999296406,-0.339630017,36.52066433,6.534817357,-10.04117294,17.28147036,0.301618557,-26.4964453,-5.16577E-15,-1.49619E-14,22.39961613,-8.24517313,-6.67835917,91.18580347,1.591492502,-21.24788891,-8.6307E-16,-8.76572E-15,8.79613395,6.022619565,0.903849046,-32.62158344,-26.51831206,-5.162633616,94.52253791,71.51483439,2.7347E-16,-1.90837E-15,-31.67373653,-16.04929328,0.134329637,101.5285674,72.26166664,-1.38724E-15,1.95402E-15
0.93,-17.56797072,-0.328010643,-7.822396269,1.002931555,0.998676867,-0.339790037,36.5848651,6.652148266,-10.08478339,17.64178702,0.307907269,-26.17376513,-5.40789E-15,-1.55548E-14,22.91516627,-8.464713311,-6.539619151,91.63507984,1.599333854,-21.1369237,-9.1903E-16,-8.88491E-15,8.793346054,6.232259828,1.042005333,-32.35922486,-26.56579398,-5.10421909,94.31299676,71.50889654,2.2199E-16,-1.91654E-15,-31.56013967,-16.01513236,0.26763498,101.0582069,72.27982745,-1.39647E-15,2.06012E-15
0.931,-17.64769279,-0.453485427,-7.834030734,1.002442389,0.998076651,-0.339945466,36.64024053,6.768110754,-10.11733321,17.99951667,0.31415083,-25.84371269,-5.707E-15,-1.62909E-14,23.42454927,-8.679895303,-6.401549743,92.07184463,1.606956837,-21.03334116,-9.7404E-16,-8.99813E-15,8.78285606,6.437840287,1.184478531,-32.09436881,-26.61127478,-5.045866005,94.10171736,71.5034164,1.7593E-16,-1.93352E-15,-31.44465739,-15.98186073,0.400676854,100.5879787,72.29747004,-1.40156E-15,2.15903E-15
0.932,-17.72148557,-0.576197071,-7.847644248,1.001951886,0.997495833,-0.34009639,36.68656198,6.88239628,-10.13891381,18.35418789,0.32034101,-25.50718653,-6.05958E-15,-1.71118E-14,23.92773241,-8.890591816,-6.264308438,92.49622559,1.614363682,-20.93681252,-1.02817E-15,-9.11841E-15,8.764782449,6.639037435,1.331107666,-31.82716184,-26.65473664,-4.98756098,93.88891793,71.49839653,1.311E-16,-1.95824E-15,-31.32752994,-15.94958595,0.533271281,100.118425,72.31457689,-1.40974E-15,2.25224E-15
0.933,-17.78938834,-0.695945225,-7.863026353,1.001460459,0.996934439,-0.340242905,36.72363601,6.994704853,-10.14967165,18.70534186,0.326469803,-25.16510277,-6.40457E-15,-1.78808E-14,24.42471042,-9.096691463,-6.128048877,92.90836656,1.621556899,-20.84698567,-1.07992E-15,-9.24601E-15,8.739280304,6.835548004,1.481722341,-31.55776779,-26.69616926,-4.929294484,93.67482816,71.4938357,8.884E-17,-1.97767E-15,-31.20900799,-15.91841056,0.665234772,99.65009446,72.33113086,-1.42008E-15,2.34043E-15
0.934,-17.85146588,-0.812544336,-7.87996401,1.00096852,0.996392457,-0.340385115,36.75130446,7.104746318,-10.1498071,19.05253367,0.332529443,-24.81838975,-6.74955E-15,-1.86761E-14,24.91550458,-9.298098631,-5.992920167,93.30842588,1.628539251,-20.7634875,-1.13541E-15,-9.36846E-15,8.706539919,7.027090041,1.63614359,-31.28636711,-26.7355699,-4.871060974,93.45968878,71.48972891,4.903E-17,-1.99832E-15,-31.08935145,-15.88843167,0.796385204,99.18353941,72.34711527,-1.42812E-15,2.42916E-15
0.935,-17.90780746,-0.925824229,-7.89824285,1.000476481,0.995869834,-0.34052313,36.76944425,7.212241591,-10.13957305,19.39533366,0.338512432,-24.4679837,-7.1366E-15,-1.95013E-14,25.40016166,-9.494733262,-5.85906622,93.69657485,1.635313729,-20.68592626,-1.19164E-15,-9.47978E-15,8.666785218,7.213403842,1.794184767,-31.01315605,-26.77294333,-4.812858992,93.24375107,71.48606733,1.098E-17,-2.02521E-15,-30.96882829,-15.85974064,0.926542672,98.71931422,72.36251388,-1.43338E-15,2.52114E-15
0.936,-17.95852579,-1.035630569,-7.917648358,0.999984756,0.995366482,-0.340657062,36.77796704,7.316923803,-10.11927309,19.73332858,0.344411556,-24.11482313,-7.58309E-15,-2.03698E-14,25.87875285,-9.686530511,-5.726625136,94.07299609,1.641883519,-20.61389418,-1.24625E-15,-9.59355E-15,8.62027198,7.394252746,1.955652437,-30.73834566,-26.80830175,-4.754691234,93.02727625,71.48283838,-2.476E-17,-2.05563E-15,-30.84771323,-15.83242278,1.055530322,98.25797293,72.37731096,-1.43627E-15,2.61069E-15
0.937,-18.00375583,-1.141825218,-7.93796703,0.999493753,0.994882279,-0.340787028,36.77681867,7.418539359,-10.08925937,20.06612275,0.35021991,-23.75984372,-8.09254E-15,-2.13429E-14,26.35137242,-9.873440306,-5.59572861,94.43788183,1.648251977,-20.54696994,-1.30133E-15,-9.70406E-15,8.567285904,7.569423763,2.120347287,-30.46216071,-26.84166475,-4.696564574,92.81053489,71.48002581,-4.68E-17,-2.08687E-15,-30.72628646,-15.80655716,1.18317517,97.80006714,72.39149131,-1.43549E-15,2.67798E-15
0.938,-18.04365351,-1.244286509,-7.958987463,0.999003881,0.994417072,-0.340913145,36.76597844,7.516848902,-10.0499302,20.39333908,0.355930912,-23.40397391,-8.64922E-15,-2.23515E-14,26.81813639,-10.05542684,-5.466501403,94.79143226,1.654422596,-20.48472137,-1.35695E-15,-9.81022E-15,8.508140517,7.738728089,2.288065034,-30.18483843,-26.87305917,-4.638490061,92.59380625,71.47760976,-6.409E-17,-2.11647E-15,-30.60483228,-15.78221636,1.309308885,97.3461438,72.40504031,-1.43634E-15,2.72953E-15
0.939,-18.07839443,-1.342909393,-7.980501386,0.998515543,0.993970681,-0.341035533,36.7454582,7.611628208,-10.00172729,20.71462004,0.361538323,-23.04812907,-9.2439E-15,-2.33077E-14,27.27918106,-10.23246795,-5.339060838,95.13385377,1.660398978,-20.42670806,-1.41264E-15,-9.91557E-15,8.44317496,7.902001451,2.458597338,-29.90662717,-26.90251897,-4.580482883,92.37737756,71.47556697,-7.255E-17,-2.14337E-15,-30.48363772,-15.75946635,1.433768544,96.89674318,72.41794395,-1.43555E-15,2.77022E-15
0.94,-18.10817241,-1.437605493,-8.002304624,0.998029138,0.993542897,-0.341154309,36.71530132,7.702669004,-9.945132847,21.0296285,0.367036258,-22.69320732,-9.84455E-15,-2.42407E-14,27.73466146,-10.40455446,-5.213516362,95.46535726,1.666184806,-20.37248407,-1.46765E-15,-1.00136E-14,8.372751664,8.05910434,2.631732708,-29.62778493,-26.93008511,-4.522562293,92.16154329,71.47387083,-5.822E-17,-2.17324E-15,-30.36299125,-15.73836636,1.556397338,96.45239672,72.43018888,-1.43545E-15,2.80222E-15
0.941,-18.13319804,-1.528303056,-8.024197987,0.997545062,0.993133492,-0.34126959,36.67558149,7.789779657,-9.880666322,21.33804843,0.372419201,-22.34008442,-1.0436E-14,-2.5059E-14,28.18474973,-10.57168945,-5.089969144,95.78615633,1.671783806,-20.32160057,-1.52829E-15,-1.0117E-14,8.297253928,8.209922082,2.807257386,-29.34857775,-26.9558053,-4.464751503,91.94660439,71.4724917,-2.842E-17,-2.20339E-15,-30.2431814,-15.71896878,1.677045249,96.01362507,72.44176246,-1.43467E-15,2.82012E-15
0.942,-18.15369714,-1.614946803,-8.045988087,0.997063702,0.992742215,-0.341381489,36.62640131,7.872785773,-9.8088809,21.63958553,0.377682016,-21.98960832,-1.10236E-14,-2.57721E-14,28.62963341,-10.73388741,-4.96851174,96.09646561,1.677199724,-20.27360853,-1.59033E-15,-1.022E-14,8.21708341,8.354364756,2.984956213,-29.06927816,-26.97973381,-4.407077557,91.73286745,71.471397,4.91E-18,-2.23218E-15,-30.12449546,-15.70131915,1.795569666,95.58093616,72.45265279,-1.43104E-15,2.82227E-15
0.943,-18.16990919,-1.697497703,-8.067488096,0.996585439,0.992368797,-0.34149012,36.56789085,7.951530705,-9.730359891,21.93396763,0.382819953,-21.64259561,-1.15759E-14,-2.63592E-14,29.06951375,-10.89117339,-4.849227823,96.39649898,1.682436295,-20.22806133,-1.64992E-15,-1.03169E-14,8.13265758,8.492366996,3.164613479,-28.79016342,-27.00193116,-4.349571166,91.52064393,71.47055157,4.665E-17,-2.25229E-15,-30.00721819,-15.68545612,1.91183596,95.15482335,72.4628488,-1.42198E-15,2.81193E-15
0.944,-18.18208575,-1.775932639,-8.088518433,0.996110646,0.992012955,-0.341595592,36.50020598,8.025875941,-9.645712863,22.22094499,0.387828653,-21.29982713,-1.20854E-14,-2.68111E-14,29.50460385,-11.04358212,-4.73219197,96.68646784,1.687497206,-20.18451739,-1.70981E-15,-1.04084E-14,8.044407116,8.623887638,3.34601374,-28.51151381,-27.02246381,-4.292266516,91.31024932,71.46991789,1.0197E-16,-2.2705E-15,-29.89163057,-15.67141154,2.025717993,94.7357637,72.47234026,-1.40221E-15,2.77934E-15
0.945,-18.19048882,-1.850244004,-8.108907361,0.995639688,0.991674391,-0.34169801,36.4235267,8.09570139,-9.555571627,22.50029044,0.392704151,-20.96204385,-1.26182E-14,-2.72044E-14,29.9351269,-11.19115704,-4.617469503,96.96657947,1.692386076,-20.1425427,-1.77108E-15,-1.05045E-14,7.95277328,8.74890924,3.528942601,-28.23361086,-27.04140383,-4.235201062,91.10200228,71.46945637,1.8578E-16,-2.2982E-15,-29.77800859,-15.65921048,2.137098584,94.32421635,72.48111786,-1.37374E-15,2.71581E-15
0.946,-18.19538923,-1.920439209,-8.128491526,0.995172919,0.991352798,-0.341797479,36.33805527,8.160905576,-9.460586094,22.77179943,0.397442877,-20.62994268,-1.3202E-14,-2.75768E-14,30.36131434,-11.33394935,-4.505116406,97.23703531,1.697106421,-20.10171326,-1.83288E-15,-1.06047E-14,7.858205302,8.867437473,3.713187459,-27.95673562,-27.05882841,-4.178415287,90.89622377,71.4691257,2.7801E-16,-2.33079E-15,-29.66662213,-15.64887139,2.245869909,93.920621,72.48917327,-1.34229E-15,2.63383E-15
0.947,-18.19706497,-1.986540127,-8.147116416,0.994710685,0.99104786,-0.3418941,36.24401432,8.221405729,-9.361420068,23.03528981,0.402041651,-20.30417329,-1.38219E-14,-2.78774E-14,30.78340403,-11.47201698,-4.395179295,97.4980294,1.701661627,-20.06161751,-1.8965E-15,-1.07065E-14,7.761157774,8.97950041,3.898538211,-27.68116686,-27.07481952,-4.12195246,90.69323628,71.46888317,3.6345E-16,-2.36203E-15,-29.55773385,-15.64040623,2.351933849,93.52539652,72.49649915,-1.3103E-15,2.53176E-15
0.948,-18.19579956,-2.04858248,-8.164636756,0.994253318,0.990759253,-0.34198797,36.1416449,8.277137796,-9.25874701,23.29060159,0.406497683,-19.98533519,-1.44752E-14,-2.83033E-14,31.20163845,-11.60542364,-4.287695464,97.74974685,1.706054926,-20.0218586,-1.96197E-15,-1.08097E-14,7.662088087,9.085147716,4.084787922,-27.40717939,-27.08946328,-4.065858372,90.49336287,71.46868502,4.6246E-16,-2.41063E-15,-29.45159819,-15.63382065,2.455202276,93.13893972,72.5030893,-1.27695E-15,2.41286E-15
0.949,-18.19188049,-2.106615162,-8.180916823,0.993801139,0.990486654,-0.342079185,36.03120446,8.32805635,-9.15324574,23.53759646,0.410808556,-19.67397484,-1.51641E-14,-2.88497E-14,31.6162629,-11.73423778,-4.182692988,97.99236235,1.710289365,-19.98205655,-2.02573E-15,-1.09088E-14,7.561453917,9.184449727,4.271733435,-27.13504237,-27.10284955,-4.010181059,90.29692641,71.46848682,5.5441E-16,-2.47498E-15,-29.34846045,-15.62911424,2.555597283,92.76162417,72.5089386,-1.23926E-15,2.28691E-15
0.95,-18.18559759,-2.160699515,-8.195830699,0.993354457,0.990229733,-0.342167838,35.9129648,8.374134391,-9.045596162,23.77615715,0.414972226,-19.3705837,-1.5863E-14,-2.94171E-14,32.02752375,-11.85853165,-4.080190895,98.22603884,1.714367789,-19.94185033,-2.0902E-15,-1.10025E-14,7.459710787,9.277496444,4.459175937,-26.86501773,-27.11507122,-3.954970533,90.10424872,71.46824379,6.4203E-16,-2.54041E-15,-29.24855588,-15.62628079,2.653051344,92.3937993,72.5140432,-1.20238E-15,2.16964E-15
0.951,-18.17724152,-2.210908555,-8.209262431,0.992913568,0.989988164,-0.342254023,35.78720994,8.415363091,-8.936474995,24.00618678,0.418987,-19.07559526,-1.65662E-14,-3.01331E-14,32.43566677,-11.97838031,-3.980199396,98.45092619,1.718292814,-19.90089974,-2.16022E-15,-1.1107E-14,7.357309705,9.364396435,4.646921452,-26.59735864,-27.12622367,-3.900278494,89.91564975,71.46791124,7.5162E-16,-2.6053E-15,-29.15210892,-15.62530855,2.74750742,92.03578951,72.51840045,-1.16415E-15,2.04695E-15
0.952,-18.16710224,-2.257326171,-8.221106134,0.992478753,0.989761625,-0.34233783,35.65423406,8.451751432,-8.826551632,24.22760788,0.422851527,-18.78938412,-1.72912E-14,-3.09396E-14,32.84093544,-12.09386067,-3.882720191,98.66716013,1.722066808,-19.85888717,-2.23266E-15,-1.12148E-14,7.254694922,9.445275677,4.834781296,-26.33230812,-27.13640405,-3.846158052,89.73144676,71.4674449,8.7235E-16,-2.65173E-15,-29.05933249,-15.62618062,2.838918994,91.68789358,72.52200906,-1.12537E-15,1.92099E-15
0.953,-18.15546761,-2.300046286,-8.23126603,0.99205028,0.989549794,-0.342419352,35.51433938,8.483325753,-8.716484047,24.44036137,0.426564776,-18.51226553,-1.80454E-14,-3.1775E-14,33.24356945,-12.20505066,-3.787746829,98.87486113,1.725691874,-19.81551919,-2.30358E-15,-1.13194E-14,7.152301785,9.520276327,5.022572462,-26.07009774,-27.1457106,-3.792663452,89.55195358,71.46680133,9.814E-16,-2.69708E-15,-28.97042735,-15.62887529,2.927250047,91.35038406,72.52486909,-1.07981E-15,1.79884E-15
0.954,-18.14262196,-2.339171988,-8.239656393,0.991628399,0.989352361,-0.342498678,35.36783406,8.510129243,-8.606914828,24.64440544,0.430126017,-18.24449394,-1.87994E-14,-3.27992E-14,33.64380314,-12.31202827,-3.695265131,99.07413354,1.729169834,-19.770528,-2.37361E-15,-1.14266E-14,7.050554729,9.589555418,5.210117947,-25.81094644,-27.15424189,-3.739849797,89.37747983,71.46593827,1.08095E-15,-2.75654E-15,-28.88558157,-15.63336647,3.012474967,91.02350704,72.52698201,-1.0204E-15,1.66909E-15
0.955,-18.12884485,-2.374814629,-8.24620145,0.991213348,0.989169023,-0.342575901,35.21503013,8.532221325,-8.498467333,24.83971426,0.433534799,-17.9862627,-1.96164E-14,-3.38784E-14,34.0418641,-12.41487083,-3.605253662,99.26506481,1.732502213,-19.72367269,-2.44568E-15,-1.15317E-14,6.949865383,9.653283503,5.397247017,-25.55505946,-27.16209607,-3.687772784,89.20833013,71.46481503,1.19082E-15,-2.8122E-15,-28.80497005,-15.63962405,3.094578396,90.70748187,72.52835078,-9.6236E-16,1.51979E-15
0.956,-18.11440974,-2.407092914,-8.250835223,0.990805347,0.988999486,-0.342651115,35.05624141,8.549676967,-8.391742013,25.02627668,0.436790928,-17.73770471,-2.05188E-14,-3.50374E-14,34.43797185,-12.51365412,-3.517684258,99.44772482,1.735690232,-19.67474031,-2.52209E-15,-1.16319E-14,6.850630812,9.711643251,5.583795434,-25.3026275,-27.16937012,-3.63648844,89.04480347,71.46339285,1.31019E-15,-2.85049E-15,-28.72875413,-15.64761443,3.17355501,90.40250116,72.52897986,-9.0784E-16,1.35747E-15
0.957,-18.09958287,-2.436131959,-8.253501325,0.990404601,0.988843471,-0.342724413,34.89178161,8.562585922,-8.287312954,25.20409481,0.439894439,-17.49889331,-2.1392E-14,-3.61453E-14,34.83233654,-12.60845172,-3.432522594,99.62216541,1.738734794,-19.62354679,-2.60162E-15,-1.17272E-14,6.753231909,9.764828,5.769605628,-25.05382584,-27.17615901,-3.586052872,88.88719241,71.46163526,1.43145E-15,-2.87847E-15,-28.65708129,-15.65730095,3.24940924,90.10873089,72.52887523,-8.4219E-16,1.21035E-15
0.958,-18.08462214,-2.462062329,-8.254152694,0.990011295,0.988700711,-0.342795893,34.72196232,8.571051888,-8.185724573,25.37318265,0.442845579,-17.2698427,-2.23072E-14,-3.7284E-14,35.22515786,-12.69933426,-3.349728787,99.78841995,1.741636483,-19.56993768,-2.68428E-15,-1.18182E-14,6.658031916,9.813040266,5.954526819,-24.80881374,-27.18255501,-3.536522022,88.73578246,71.45950843,1.54838E-15,-2.90862E-15,-28.59008488,-15.6686444,3.322154924,89.82631063,72.5280445,-7.7084E-16,1.08277E-15
0.959,-18.06977611,-2.485019062,-8.252751291,0.989625601,0.988570956,-0.342865653,34.54709125,8.575191589,-8.087488561,25.53356467,0.445644773,-17.05050942,-2.31885E-14,-3.84367E-14,35.61662387,-12.78636875,-3.269258031,99.94650314,1.744395556,-19.51378865,-2.76856E-15,-1.19091E-14,6.565375103,9.856490203,6.138415105,-24.56773392,-27.18864682,-3.487951424,88.59085139,71.45698148,1.66204E-15,-2.94365E-15,-28.52788399,-15.68160348,3.391814903,89.55535393,72.52649686,-7.0438E-16,9.541E-16
0.96,-18.05528302,-2.50514068,-8.249267772,0.989247672,0.988453972,-0.342933796,34.36747044,8.575133787,-7.993081115,25.68527437,0.448292607,-16.84079465,-2.40235E-14,-3.94207E-14,36.0069101,-12.86961799,-3.191061268,100.0964109,1.74701194,-19.45500588,-2.8523E-15,-1.20034E-14,6.475585605,9.895394068,6.321133516,-24.33071219,-27.19451891,-3.440395984,88.45266858,71.4540268,1.78087E-15,-2.99714E-15,-28.47058337,-15.69613533,3.458420554,89.29594887,72.52424313,-6.5285E-16,8.2652E-16
0.961,-18.04137001,-2.522568184,-8.243681117,0.988877642,0.988349544,-0.343000424,34.18339467,8.571018225,-7.902940414,25.82835289,0.450789798,-16.64054637,-2.48288E-14,-4.03357E-14,36.39617862,-12.94913997,-3.115085873,100.2381205,1.749485239,-19.39352621,-2.93692E-15,-1.20873E-14,6.388966412,9.929972632,6.502552032,-24.09785719,-27.20025076,-3.393909758,88.3214944,71.45062035,1.88965E-15,-3.06692E-15,-28.41827339,-15.71219605,3.522011253,89.04815863,72.52129581,-6.1272E-16,7.2282E-16
0.962,-18.02825233,-2.537444039,-8.235978217,0.988515629,0.988257474,-0.343065646,33.9951499,8.562994502,-7.817464383,25.96284776,0.453137177,-16.44956133,-2.56432E-14,-4.13951E-14,36.78457729,-13.02498732,-3.041276354,100.3715907,1.751814732,-19.32931708,-3.02582E-15,-1.2163E-14,6.305798526,9.960449583,6.682547568,-23.86926029,-27.20591619,-3.348545745,88.1975796,71.44674193,1.9949E-15,-3.15841E-15,-28.37103017,-15.72974113,3.582633793,88.81202232,72.51766903,-5.715E-16,6.3541E-16
0.963,-18.01613267,-2.549911148,-8.226153449,0.988161733,0.988177586,-0.343129571,33.80301197,8.551220871,-7.737008788,26.08881158,0.45533566,-16.26758802,-2.64775E-14,-4.26283E-14,37.17223902,-13.09720688,-2.969575087,100.4967618,1.753999382,-19.26237631,-3.11614E-15,-1.22437E-14,6.226340293,9.987049912,6.861003941,-23.64499563,-27.21158272,-3.304355694,88.0811647,71.44237541,2.1026E-15,-3.24772E-15,-28.3289157,-15.74872602,3.640341735,88.58755581,72.51337858,-5.2241E-16,5.3822E-16
0.964,-18.00520062,-2.560111841,-8.214208236,0.987816035,0.988109723,-0.343192309,33.60724528,8.535863005,-7.66188568,26.20630085,0.457386235,-16.09433063,-2.73305E-14,-4.38925E-14,37.55928128,-13.16583919,-2.899923049,100.6135569,1.75603784,-19.19273174,-3.20707E-15,-1.23211E-14,6.150826885,10.00999831,7.037811816,-23.42512031,-27.21731097,-3.261389919,87.97247944,71.43750896,2.21518E-15,-3.30284E-15,-28.29197808,-15.7691065,3.695194709,88.37475273,72.5084419,-4.7711E-16,4.3344E-16
0.965,-17.99563216,-2.568186861,-8.200150567,0.987478602,0.988053751,-0.343253975,33.40810175,8.517092709,-7.592362096,26.31537484,0.459289935,-15.92945181,-2.81843E-14,-4.50486E-14,37.94580551,-13.23091821,-2.832260541,100.7218816,1.757928463,-19.12044056,-3.29814E-15,-1.23947E-14,6.079469952,10.02951759,7.212868622,-23.2096746,-27.22315412,-3.219697136,87.87174222,71.43213528,2.32451E-15,-3.33787E-15,-28.26025182,-15.7908392,3.747257685,88.17358553,72.50287808,-4.3942E-16,3.3951E-16
